DR_NO,DATE,AREA,AREA_NAME,PREMISE_CODE,PREMISE_DESC,RPT DIST NO,PART 1-2,CRM CD,CRM CD DESC,NUM_CRIMES_DATE,NUM_CRIMES_AREA,NUM_CRIMES_AREA_NAME,NUM_CRIMES_TYPE,NUM_CRIMES_TYPE_DESC,NUM_CRIMES_DISTRICT,NUM_CRIMES_CODE,NUM_CRIMES_PREMISE,NUM_CRIMES_PREMISE_DESC,NUM_SIMILAR_VICTIM_DESCENT,NUM_GENDER_DIVERSITY,NUM_WEAPON_USED_IN_AREA,NUM_VICTIM_DESCENT_COMMON_IN_WEAPON,NUM_AREA_COMMON_FOR_VICTIM_DESCENT,IS_HIGH_CRIME_RATE_AREA,IS_VICTIM_FEMALE,IS_VICTIM_MALE,IS_CRIME_INVOLVING_MINOR,IS_CRIME_INVOLVING_ADULT,IS_CRIME_INVOLVING_SENIOR,IS_HIGH_NIGHT_CRIME_AREA,IS_HIGH_DAY_CRIME_AREA
200104379,1/6/2020,1,Central,834,LA UNION STATION (NOT LINE SPECIFIC),119,2,624,BATTERY - SIMPLE ASSAULT,35,794,794,416,118,40,118,17,17,45,492,0,1,0,1,0,0,0,0,1,0,0
200104381,1/6/2020,1,Central,108,PARKING LOT,159,1,510,VEHICLE - STOLEN,35,794,794,584,51,26,51,74,74,64,936,0,1,0,1,0,0,1,0,0,0,0
200104382,1/6/2020,1,Central,405,CLOTHING STORE,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),35,794,794,584,50,90,50,3,3,231,492,0,1,0,1,0,0,0,1,0,0,0
200104385,1/6/2020,1,Central,101,STREET,138,1,330,BURGLARY FROM VEHICLE,35,794,794,584,127,26,127,215,215,231,640,0,1,0,1,0,0,0,1,0,0,0
200104389,1/1/2020,1,Central,101,STREET,154,1,330,BURGLARY FROM VEHICLE,40,794,794,584,127,19,127,215,215,231,640,0,1,0,1,0,0,0,0,1,0,0
200104390,1/3/2020,1,Central,602,BANK,162,2,354,THEFT OF IDENTITY,27,794,794,416,33,90,33,4,4,304,640,0,1,0,1,0,0,0,1,0,0,0
200104392,1/3/2020,1,Central,801,MTA BUS,153,1,480,BIKE - STOLEN,27,794,794,584,21,33,21,5,5,188,492,0,1,0,1,0,0,0,1,0,0,0
200104393,1/6/2020,1,Central,102,SIDEWALK,166,2,624,BATTERY - SIMPLE ASSAULT,35,794,794,416,118,22,118,129,129,231,640,0,1,0,1,0,0,0,0,1,0,0
210916323,11/9/2020,9,Van Nuys,501,SINGLE FAMILY DWELLING,926,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,14,14,416,1,1,1,70,70,304,640,0,1,0,0,0,0,1,0,0,0,0
211015836,2/13/2020,10,West Valley,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1029,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2,14,14,416,11,1,11,108,108,304,492,0,1,0,0,0,0,0,1,0,0,0
200716179,11/17/2020,7,Wilshire,203,OTHER BUSINESS,724,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1,11,11,584,50,1,50,40,40,304,492,0,1,0,0,0,0,0,1,0,0,0
200104406,1/4/2020,1,Central,108,PARKING LOT,131,1,330,BURGLARY FROM VEHICLE,29,794,794,584,127,5,127,74,74,304,640,0,1,0,1,0,0,0,1,0,0,0
200104408,1/6/2020,1,Central,931,MTA - BLUE LINE - 7TH AND METRO CENTER,152,2,624,BATTERY - SIMPLE ASSAULT,35,794,794,416,118,45,118,2,2,188,492,0,1,0,1,0,0,1,0,0,0,0
200104410,1/6/2020,1,Central,203,OTHER BUSINESS,195,2,662,"BUNCO, GRAND THEFT",35,794,794,416,5,19,5,40,40,304,492,0,1,0,1,0,0,0,1,0,0,0
200104411,1/6/2020,1,Central,101,STREET,182,1,510,VEHICLE - STOLEN,35,794,794,584,51,43,51,215,215,64,936,0,1,0,1,0,0,1,0,0,0,0
201106871,3/2/2020,11,Northeast,101,STREET,1107,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2,14,14,416,27,2,27,215,215,304,492,0,1,0,0,0,0,0,1,0,0,0
200104414,1/5/2020,1,Central,108,PARKING LOT,162,1,330,BURGLARY FROM VEHICLE,25,794,794,584,127,90,127,74,74,231,492,0,1,0,1,0,0,0,1,0,0,0
200104416,1/6/2020,1,Central,403,DRUG STORE,143,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,35,794,794,416,22,8,22,9,9,304,640,0,0,0,1,0,0,0,1,0,0,0
200104417,1/6/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",182,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,35,794,794,584,17,43,17,108,108,304,640,0,1,0,1,0,0,0,1,0,0,0
200104419,1/6/2020,1,Central,404,DEPARTMENT STORE,161,1,440,THEFT PLAIN - PETTY ($950 & UNDER),35,794,794,584,75,20,75,35,35,304,492,0,1,0,1,0,0,0,1,0,0,0
200104420,1/5/2020,1,Central,122,"VEHICLE, PASSENGER/TRUCK",162,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),25,794,794,416,27,90,27,39,39,304,640,0,1,0,1,0,0,0,1,0,0,0
201216796,7/19/2020,12,77th Street,101,STREET,1243,2,624,BATTERY - SIMPLE ASSAULT,1,9,9,416,118,1,118,215,215,188,640,0,1,0,0,0,0,0,1,0,0,0
200104422,1/6/2020,1,Central,101,STREET,192,1,330,BURGLARY FROM VEHICLE,35,794,794,584,127,27,127,215,215,231,492,0,1,0,1,0,0,0,1,0,0,0
200618970,11/30/2020,6,Hollywood,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",678,2,922,CHILD STEALING,3,17,17,416,1,3,1,108,108,71,492,0,1,0,0,0,0,1,0,0,0,0
200104429,1/6/2020,1,Central,203,OTHER BUSINESS,111,2,888,TRESPASSING,35,794,794,416,19,48,19,40,40,231,492,0,1,0,1,0,0,1,0,0,0,0
200104430,1/2/2020,1,Central,102,SIDEWALK,162,1,480,BIKE - STOLEN,32,794,794,584,21,90,21,129,129,231,492,0,1,0,1,0,0,0,1,0,0,0
200104431,1/2/2020,1,Central,108,PARKING LOT,134,1,330,BURGLARY FROM VEHICLE,32,794,794,584,127,10,127,74,74,304,640,0,1,0,1,0,0,0,1,0,0,0
200104432,1/2/2020,1,Central,402,MARKET,134,1,440,THEFT PLAIN - PETTY ($950 & UNDER),32,794,794,584,75,10,75,5,5,231,492,0,1,0,1,0,0,0,1,0,0,0
201822182,12/9/2020,18,Southeast,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1849,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),4,10,10,416,4,1,4,108,108,304,640,0,1,0,0,0,0,1,0,0,0,0
200104435,1/2/2020,1,Central,101,STREET,138,1,330,BURGLARY FROM VEHICLE,32,794,794,584,127,26,127,215,215,45,492,0,1,0,1,0,0,0,1,0,0,0
200104440,1/4/2020,1,Central,108,PARKING LOT,182,1,330,BURGLARY FROM VEHICLE,29,794,794,584,127,43,127,74,74,188,492,0,1,0,1,0,0,0,1,0,0,0
200104443,1/3/2020,1,Central,101,STREET,176,1,330,BURGLARY FROM VEHICLE,27,794,794,584,127,9,127,215,215,231,640,0,1,0,1,0,0,0,1,0,0,0
200104444,1/5/2020,1,Central,108,PARKING LOT,185,1,330,BURGLARY FROM VEHICLE,25,794,794,584,127,20,127,74,74,231,492,0,1,0,1,0,0,0,1,0,0,0
200104449,1/7/2020,1,Central,102,SIDEWALK,147,2,624,BATTERY - SIMPLE ASSAULT,22,794,794,416,118,8,118,129,129,188,492,0,0,0,1,0,0,0,0,1,0,0
200104450,1/7/2020,1,Central,101,STREET,165,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",22,794,794,416,53,5,53,215,215,71,932,0,0,0,1,0,0,1,0,0,0,0
200104451,1/7/2020,1,Central,102,SIDEWALK,124,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",22,794,794,416,53,12,53,129,129,71,932,0,1,0,1,0,0,1,0,0,0,0
200104452,1/7/2020,1,Central,108,PARKING LOT,192,2,624,BATTERY - SIMPLE ASSAULT,22,794,794,416,118,27,118,74,74,304,492,0,1,0,1,0,0,0,1,0,0,0
200104455,1/6/2020,1,Central,101,STREET,161,1,330,BURGLARY FROM VEHICLE,35,794,794,584,127,20,127,215,215,188,640,0,1,0,1,0,0,0,1,0,0,0
200104456,1/3/2020,1,Central,116,OTHER/OUTSIDE,152,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",27,794,794,584,45,45,45,2,2,71,932,0,1,0,1,0,0,1,0,0,0,0
200104459,1/3/2020,1,Central,741,STAPLES CENTER *,181,1,330,BURGLARY FROM VEHICLE,27,794,794,584,127,11,127,6,6,188,492,0,1,0,1,0,0,0,1,0,0,0
200816519,11/16/2020,8,West LA,501,SINGLE FAMILY DWELLING,803,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1,21,21,584,17,2,17,70,70,83,640,0,1,0,0,0,0,0,1,0,0,0
200104462,1/6/2020,1,Central,123,PARKING UNDERGROUND/BUILDING,161,1,480,BIKE - STOLEN,35,794,794,584,21,20,21,17,17,231,492,0,1,0,1,0,0,0,1,0,0,0
200104466,1/7/2020,1,Central,101,STREET,165,2,860,BATTERY WITH SEXUAL CONTACT,22,794,794,416,19,5,19,215,215,188,640,0,1,0,1,0,0,0,1,0,0,0
200104470,1/6/2020,1,Central,710,OTHER PREMISE,128,1,440,THEFT PLAIN - PETTY ($950 & UNDER),35,794,794,584,75,8,75,6,6,304,640,0,1,0,1,0,0,0,1,0,0,0
220404852,12/27/2020,4,Hollenbeck,501,SINGLE FAMILY DWELLING,439,2,946,OTHER MISCELLANEOUS CRIME,2,16,16,416,14,2,14,70,70,304,492,0,0,0,0,0,0,1,0,0,0,0
200104474,1/6/2020,1,Central,404,DEPARTMENT STORE,162,2,888,TRESPASSING,35,794,794,416,19,90,19,35,35,188,640,0,1,0,1,0,0,0,1,0,0,0
200104475,1/6/2020,1,Central,101,STREET,159,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,794,794,416,53,26,53,215,215,231,492,0,1,0,1,0,0,0,1,0,0,0
200104476,1/6/2020,1,Central,108,PARKING LOT,105,1,330,BURGLARY FROM VEHICLE,35,794,794,584,127,10,127,74,74,188,492,0,1,0,1,0,0,0,1,0,0,0
200104477,1/6/2020,1,Central,102,SIDEWALK,118,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,35,794,794,416,22,12,22,129,129,188,640,0,0,0,1,0,0,0,1,0,0,0
200104488,1/7/2020,1,Central,252,"COFFEE SHOP (STARBUCKS, COFFEE BEAN, PEET'S, ETC.)",119,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),22,794,794,584,50,40,50,5,5,188,492,0,1,0,1,0,0,0,1,0,0,0
200104489,1/7/2020,1,Central,101,STREET,152,2,624,BATTERY - SIMPLE ASSAULT,22,794,794,416,118,45,118,215,215,304,640,0,1,0,1,0,0,0,1,0,0,0
200517465,11/30/2020,5,Harbor,707,GARAGE/CARPORT,564,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),3,19,19,416,27,2,27,13,13,71,932,0,1,0,0,0,0,1,0,0,0,0
200104498,1/7/2020,1,Central,102,SIDEWALK,123,1,220,ATTEMPTED ROBBERY,22,794,794,584,9,5,9,129,129,231,492,0,0,0,1,0,0,0,1,0,0,0
200104499,1/6/2020,1,Central,101,STREET,111,1,330,BURGLARY FROM VEHICLE,35,794,794,584,127,48,127,215,215,231,492,0,1,0,1,0,0,0,1,0,0,0
200104500,1/7/2020,1,Central,203,OTHER BUSINESS,153,2,625,OTHER ASSAULT,22,794,794,416,6,33,6,40,40,188,492,0,0,0,1,0,0,0,1,0,0,0
200104501,1/8/2020,1,Central,123,PARKING UNDERGROUND/BUILDING,171,1,350,"THEFT, PERSON",29,794,794,584,16,14,16,17,17,304,640,0,1,0,1,0,0,0,1,0,0,0
200104503,1/8/2020,1,Central,741,STAPLES CENTER *,181,2,755,BOMB SCARE,29,794,794,416,3,11,3,6,6,304,492,0,0,0,1,0,0,0,1,0,0,0
200104505,1/7/2020,1,Central,404,DEPARTMENT STORE,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),22,794,794,584,50,90,50,35,35,71,932,0,1,0,1,0,0,1,0,0,0,0
221004913,9/1/2020,10,West Valley,203,OTHER BUSINESS,1067,2,354,THEFT OF IDENTITY,5,14,14,416,33,1,33,40,40,231,640,0,1,0,0,0,0,0,1,0,0,0
200104511,1/8/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",154,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,29,794,794,584,17,19,17,108,108,188,492,0,0,0,1,0,0,0,1,0,0,0
200104513,1/7/2020,1,Central,101,STREET,101,1,510,VEHICLE - STOLEN,22,794,794,584,51,8,51,215,215,64,936,0,1,0,1,0,0,1,0,0,0,0
200104522,1/7/2020,1,Central,123,PARKING UNDERGROUND/BUILDING,162,1,330,BURGLARY FROM VEHICLE,22,794,794,584,127,90,127,17,17,231,492,0,1,0,1,0,0,0,1,0,0,0
200104524,1/8/2020,1,Central,102,SIDEWALK,182,2,624,BATTERY - SIMPLE ASSAULT,29,794,794,416,118,43,118,129,129,231,492,0,1,0,1,0,0,0,1,0,0,0
200104526,1/7/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",154,2,624,BATTERY - SIMPLE ASSAULT,22,794,794,416,118,19,118,108,108,231,640,0,1,0,1,0,0,0,1,0,0,0
200104527,1/6/2020,1,Central,517,MISSIONS/SHELTERS,147,1,440,THEFT PLAIN - PETTY ($950 & UNDER),35,794,794,584,75,8,75,11,11,304,492,0,1,0,1,0,0,0,0,1,0,0
200104534,1/8/2020,1,Central,102,SIDEWALK,156,2,624,BATTERY - SIMPLE ASSAULT,29,794,794,416,118,23,118,129,129,188,492,0,1,0,1,0,0,0,1,0,0,0
200104545,1/2/2020,1,Central,122,"VEHICLE, PASSENGER/TRUCK",192,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",32,794,794,584,45,27,45,39,39,188,492,0,1,0,1,0,0,0,1,0,0,0
200709456,5/20/2020,7,Wilshire,501,SINGLE FAMILY DWELLING,773,1,330,BURGLARY FROM VEHICLE,1,11,11,584,127,1,127,70,70,231,640,0,1,0,0,0,0,0,1,0,0,0
200104547,1/7/2020,1,Central,118,CONSTRUCTION SITE,182,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",22,794,794,584,45,43,45,2,2,83,492,0,1,0,1,0,0,1,0,0,0,0
200104548,1/6/2020,1,Central,210,RESTAURANT/FAST FOOD,159,1,440,THEFT PLAIN - PETTY ($950 & UNDER),35,794,794,584,75,26,75,15,15,45,492,0,1,0,1,0,0,0,1,0,0,0
200104549,1/6/2020,1,Central,101,STREET,147,1,440,THEFT PLAIN - PETTY ($950 & UNDER),35,794,794,584,75,8,75,215,215,188,492,0,1,0,1,0,0,0,1,0,0,0
200104550,1/8/2020,1,Central,517,MISSIONS/SHELTERS,166,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",29,794,794,416,53,22,53,11,11,231,492,0,1,0,1,0,0,0,1,0,0,0
200104551,1/8/2020,1,Central,118,CONSTRUCTION SITE,192,1,761,BRANDISH WEAPON,29,794,794,584,14,27,14,2,2,304,492,0,0,0,1,0,0,0,1,0,0,0
211613998,11/1/2020,16,Foothill,501,SINGLE FAMILY DWELLING,1635,2,354,THEFT OF IDENTITY,4,5,5,416,33,1,33,70,70,231,640,0,1,0,0,0,0,0,1,0,0,0
200104556,1/8/2020,1,Central,102,SIDEWALK,147,1,440,THEFT PLAIN - PETTY ($950 & UNDER),29,794,794,584,75,8,75,129,129,83,492,0,1,0,1,0,0,0,1,0,0,0
200104558,1/8/2020,1,Central,101,STREET,164,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,29,794,794,416,34,15,34,215,215,188,492,0,0,0,1,0,0,0,1,0,0,0
200104573,1/8/2020,1,Central,101,STREET,138,1,330,BURGLARY FROM VEHICLE,29,794,794,584,127,26,127,215,215,188,492,0,1,0,1,0,0,0,1,0,0,0
200104576,1/8/2020,1,Central,203,OTHER BUSINESS,161,1,440,THEFT PLAIN - PETTY ($950 & UNDER),29,794,794,584,75,20,75,40,40,45,492,0,1,0,1,0,0,0,1,0,0,0
200104577,1/8/2020,1,Central,101,STREET,192,1,510,VEHICLE - STOLEN,29,794,794,584,51,27,51,215,215,64,936,0,1,0,1,0,0,1,0,0,0,0
200104578,1/7/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",138,2,888,TRESPASSING,22,794,794,416,19,26,19,108,108,231,492,0,1,0,1,0,0,0,1,0,0,0
200104579,1/7/2020,1,Central,719,MEDICAL/DENTAL OFFICES,111,1,310,BURGLARY,22,794,794,584,23,48,23,2,2,231,640,0,1,0,1,0,0,0,1,0,0,0
200104580,1/8/2020,1,Central,210,RESTAURANT/FAST FOOD,152,1,480,BIKE - STOLEN,29,794,794,584,21,45,21,15,15,231,492,0,1,0,1,0,0,0,0,1,0,0
200104582,1/6/2020,1,Central,102,SIDEWALK,176,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",35,794,794,584,45,9,45,129,129,231,492,0,1,0,1,0,0,0,1,0,0,0
200101185,12/28/2020,1,Central,108,PARKING LOT,174,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,794,794,584,43,10,43,74,74,188,492,0,0,0,1,0,0,0,1,0,0,0
200104584,1/7/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",162,2,662,"BUNCO, GRAND THEFT",22,794,794,416,5,90,5,108,108,304,492,0,1,0,1,0,0,0,1,0,0,0
201014375,10/23/2020,10,West Valley,210,RESTAURANT/FAST FOOD,1025,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,14,14,416,53,1,53,15,15,231,492,0,1,0,0,0,0,1,0,0,0,0
200104588,1/9/2020,1,Central,834,LA UNION STATION (NOT LINE SPECIFIC),119,1,440,THEFT PLAIN - PETTY ($950 & UNDER),18,794,794,584,75,40,75,17,17,45,640,0,1,0,1,0,0,0,1,0,0,0
200104590,1/8/2020,1,Central,403,DRUG STORE,153,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),29,794,794,584,50,33,50,9,9,188,492,0,1,0,1,0,0,0,1,0,0,0
200104594,1/8/2020,1,Central,903,MTA - RED LINE - 7TH AND METRO CENTER,152,2,624,BATTERY - SIMPLE ASSAULT,29,794,794,416,118,45,118,5,5,304,492,0,1,0,1,0,0,0,1,0,0,0
200104598,1/7/2020,1,Central,501,SINGLE FAMILY DWELLING,105,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),22,794,794,416,27,10,27,70,70,45,640,0,1,0,1,0,0,0,0,1,0,0
200104603,1/9/2020,1,Central,900,MTA - RED LINE - UNION STATION,119,1,480,BIKE - STOLEN,18,794,794,584,21,40,21,7,7,71,932,0,1,0,1,0,0,1,0,0,0,0
200106170,1/31/2020,1,Central,101,STREET,124,2,946,OTHER MISCELLANEOUS CRIME,1,794,794,416,14,12,14,215,215,83,492,0,1,0,1,0,0,1,0,0,0,0
200104609,1/7/2020,1,Central,900,MTA - RED LINE - UNION STATION,119,1,220,ATTEMPTED ROBBERY,22,794,794,584,9,40,9,7,7,231,640,0,1,0,1,0,0,0,1,0,0,0
200104613,1/6/2020,1,Central,123,PARKING UNDERGROUND/BUILDING,182,1,330,BURGLARY FROM VEHICLE,35,794,794,584,127,43,127,17,17,304,640,0,1,0,1,0,0,0,1,0,0,0
200104616,1/7/2020,1,Central,101,STREET,192,1,330,BURGLARY FROM VEHICLE,22,794,794,584,127,27,127,215,215,4,640,0,1,0,1,0,0,0,1,0,0,0
200104617,1/1/2020,1,Central,707,GARAGE/CARPORT,162,1,330,BURGLARY FROM VEHICLE,40,794,794,584,127,90,127,13,13,188,492,0,1,0,1,0,0,0,1,0,0,0
200104619,1/5/2020,1,Central,102,SIDEWALK,138,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",25,794,794,584,45,26,45,129,129,5,492,0,1,0,1,0,0,0,1,0,0,0
200604186,1/5/2020,6,Hollywood,101,STREET,636,2,649,DOCUMENT FORGERY / STOLEN FELONY,25,17,17,416,2,1,2,215,215,71,932,0,1,0,0,0,0,1,0,0,0,0
200218333,12/7/2020,2,Rampart,101,STREET,251,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,3,16,16,416,34,1,34,215,215,231,640,0,1,0,0,0,0,0,1,0,0,0
200610130,5/11/2020,6,Hollywood,401,MINI-MART,645,1,210,ROBBERY,1,17,17,584,35,1,35,3,3,71,932,0,1,0,0,0,0,1,0,0,0,0
200320020,11/7/2020,3,Southwest,501,SINGLE FAMILY DWELLING,376,2,901,VIOLATION OF RESTRAINING ORDER,5,14,14,416,6,1,6,70,70,188,492,0,1,0,0,0,0,0,1,0,0,0
200104657,1/9/2020,1,Central,202,LIQUOR STORE,111,2,624,BATTERY - SIMPLE ASSAULT,18,794,794,416,118,48,118,1,1,304,640,0,0,0,1,0,0,0,1,0,0,0
200104658,1/9/2020,1,Central,108,PARKING LOT,152,2,946,OTHER MISCELLANEOUS CRIME,18,794,794,416,14,45,14,74,74,304,492,0,1,0,1,0,0,0,1,0,0,0
200104660,1/8/2020,1,Central,244,TOBACCO SHOP,162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",29,794,794,416,53,90,53,2,2,83,640,0,1,0,1,0,0,0,1,0,0,0
200104663,1/9/2020,1,Central,406,OTHER STORE,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),18,794,794,584,50,90,50,15,15,304,640,0,1,0,1,0,0,0,1,0,0,0
200104664,1/9/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",156,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,18,794,794,584,17,23,17,108,108,188,640,0,1,0,1,0,0,0,1,0,0,0
200104670,1/9/2020,1,Central,101,STREET,164,1,330,BURGLARY FROM VEHICLE,18,794,794,584,127,15,127,215,215,231,640,0,1,0,1,0,0,0,1,0,0,0
200104673,1/1/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",152,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",40,794,794,584,45,45,45,108,108,231,640,0,1,0,1,0,0,0,1,0,0,0
200104674,1/9/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",138,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,18,794,794,584,17,26,17,108,108,188,492,0,0,0,1,0,0,0,1,0,0,0
200104682,1/9/2020,1,Central,744,HIGH-RISE BUILDING,151,1,440,THEFT PLAIN - PETTY ($950 & UNDER),18,794,794,584,75,2,75,2,2,231,492,0,1,0,1,0,0,0,1,0,0,0
200104683,1/6/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",174,1,440,THEFT PLAIN - PETTY ($950 & UNDER),35,794,794,584,75,10,75,108,108,231,640,0,1,0,1,0,0,0,1,0,0,0
201610902,7/9/2020,16,Foothill,210,RESTAURANT/FAST FOOD,1675,1,210,ROBBERY,1,5,5,584,35,1,35,15,15,83,640,0,0,0,0,0,0,0,1,0,0,0
200104691,1/8/2020,1,Central,101,STREET,111,1,350,"THEFT, PERSON",29,794,794,584,16,48,16,215,215,231,640,0,1,0,1,0,0,0,1,0,0,0
200104696,1/10/2020,1,Central,101,STREET,166,2,624,BATTERY - SIMPLE ASSAULT,30,794,794,416,118,22,118,215,215,188,492,0,1,0,1,0,0,0,1,0,0,0
200104697,1/9/2020,1,Central,108,PARKING LOT,138,1,330,BURGLARY FROM VEHICLE,18,794,794,584,127,26,127,74,74,231,640,0,0,0,1,0,0,0,1,0,0,0
200104700,1/8/2020,1,Central,108,PARKING LOT,185,1,330,BURGLARY FROM VEHICLE,29,794,794,584,127,20,127,74,74,231,492,0,0,0,1,0,0,0,1,0,0,0
200104702,1/10/2020,1,Central,701,HOSPITAL,192,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),30,794,794,416,27,27,27,6,6,71,932,0,1,0,1,0,0,1,0,0,0,0
200104703,1/1/2020,1,Central,108,PARKING LOT,119,1,330,BURGLARY FROM VEHICLE,40,794,794,584,127,40,127,74,74,231,492,0,1,0,1,0,0,0,1,0,0,0
200104704,1/9/2020,1,Central,108,PARKING LOT,138,1,330,BURGLARY FROM VEHICLE,18,794,794,584,127,26,127,74,74,71,932,0,1,0,1,0,0,1,0,0,0,0
212017732,7/5/2020,20,Olympic,501,SINGLE FAMILY DWELLING,2014,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1,5,5,584,3,1,3,70,70,231,640,0,1,0,0,0,0,0,1,0,0,0
200104711,1/8/2020,1,Central,102,SIDEWALK,162,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,29,794,794,584,3,90,3,129,129,304,640,0,1,0,1,0,0,0,1,0,0,0
200104713,1/10/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",154,2,900,VIOLATION OF COURT ORDER,30,794,794,416,5,19,5,108,108,188,492,0,1,0,1,0,0,0,1,0,0,0
200104715,1/10/2020,1,Central,101,STREET,159,1,510,VEHICLE - STOLEN,30,794,794,584,51,26,51,215,215,64,936,0,1,0,1,0,0,1,0,0,0,0
211115965,5/13/2020,11,Northeast,101,STREET,1172,2,946,OTHER MISCELLANEOUS CRIME,3,14,14,416,14,1,14,215,215,83,492,0,1,0,0,0,0,1,0,0,0,0
200104717,1/9/2020,1,Central,108,PARKING LOT,159,1,330,BURGLARY FROM VEHICLE,18,794,794,584,127,26,127,74,74,83,640,0,1,0,1,0,0,0,1,0,0,0
200104718,1/10/2020,1,Central,101,STREET,153,2,624,BATTERY - SIMPLE ASSAULT,30,794,794,416,118,33,118,215,215,188,640,0,1,0,1,0,0,0,1,0,0,0
200104719,1/8/2020,1,Central,802,MUNICIPAL BUS LINE INCLUDES LADOT/DASH,182,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",29,794,794,584,45,43,45,1,1,188,492,0,1,0,1,0,0,0,1,0,0,0
211204915,4/25/2020,12,77th Street,726,POLICE FACILITY,1258,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,9,9,416,5,1,5,6,6,71,932,0,1,0,0,0,0,1,0,0,0,0
200104721,1/10/2020,1,Central,101,STREET,158,1,510,VEHICLE - STOLEN,30,794,794,584,51,15,51,215,215,64,936,0,1,0,1,0,0,1,0,0,0,0
211613989,12/14/2020,16,Foothill,501,SINGLE FAMILY DWELLING,1682,2,354,THEFT OF IDENTITY,2,5,5,416,33,1,33,70,70,304,492,0,1,0,0,0,0,0,1,0,0,0
200104726,1/10/2020,1,Central,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",162,1,310,BURGLARY,30,794,794,584,23,90,23,108,108,45,492,0,1,0,1,0,0,0,1,0,0,0
